timestamp,symbol,ob_signal,ob_confidence,bid_ask_ratio,spread_pct,bid_wall_conc,ask_wall_conc,indicator_filter_passed,filter_reason,rsi,ema_fast,ema_slow,atr,volume_ratio
2026-06-01 01:15:42 UTC,XRPUSDT,SHORT,HIGH,0.7022,0.03006,0.6466,0.4733,False,EMA trend UP (fast=1.3335 > slow=1.3329),46.32,1.333516,1.332861,0.003905,0.03
2026-06-01 01:15:43 UTC,BTCUSDT,NEUTRAL,LOW,1.125,0.00027,0.9266,0.8114,True,Balanced book,,,,,
2026-06-01 01:15:43 UTC,ETHUSDT,SHORT,HIGH,0.7717,0.03043,0.4642,0.3799,False,EMA trend UP (fast=2009.2764 > slow=2008.5261),45.56,2009.276352,2008.526103,5.301705,0.06
2026-06-01 01:15:43 UTC,SOLUSDT,NEUTRAL,LOW,0.9769,0.01214,0.4042,0.9154,True,Balanced book,,,,,
2026-06-01 01:15:43 UTC,BNBUSDT,NEUTRAL,LOW,0.8752,0.00282,0.3931,0.365,True,Balanced book,,,,,
2026-06-01 01:15:44 UTC,XRPUSDT,SHORT,HIGH,0.7022,0.03006,0.6466,0.4733,False,EMA trend UP (fast=1.3335 > slow=1.3329),46.32,1.333516,1.332861,0.003905,0.03
2026-06-01 01:15:44 UTC,BTCUSDT,NEUTRAL,LOW,1.1174,0.00109,0.9266,0.8059,True,Balanced book,,,,,
2026-06-01 01:15:44 UTC,ETHUSDT,NEUTRAL,LOW,0.8682,0.03093,0.4642,0.2922,True,Balanced book,,,,,
2026-06-01 01:15:44 UTC,SOLUSDT,NEUTRAL,LOW,0.8396,0.01214,0.4486,0.7834,True,Balanced book,,,,,
2026-06-01 01:15:45 UTC,BNBUSDT,NEUTRAL,LOW,0.8752,0.00282,0.3931,0.365,True,Balanced book,,,,,
2026-06-01 01:15:45 UTC,XRPUSDT,SHORT,HIGH,0.7022,0.03006,0.6466,0.4733,False,EMA trend UP (fast=1.3335 > slow=1.3329),46.32,1.333516,1.332861,0.003905,0.03
2026-06-01 01:15:45 UTC,BTCUSDT,LONG,HIGH,1.2048,0.00666,0.9266,0.7978,True,"EMA uptrend, RSI=42.4",42.44,73737.326775,73737.128577,147.185042,0.17
